category,id,name,image,status
cpu,CPU-1026,מעבד דור 12 Intel i3-12100 Tray no fan up to 4.3Ghz lga 1700,images/products/CPU-1026.jpg,מוכן
cpu,CPU-1027,מעבד אינטל דור 12 INTEL I5-12400 BOX+Fan 6CRS 117W LGA1700,images/products/CPU-1027.jpg,מוכן
cpu,CPU-1028,מעבד אינטל דור 12 INTEL I5-12400F Tray No Fan NO GPU 117W LGA1700,images/products/CPU-1028.jpg,מוכן
cpu,CPU-1029,מעבד אינטל דור 12 INTEL I5-12400 Tray 6CRS 117W LGA1700,images/products/CPU-1029.jpg,מוכן
cpu,CPU-1030,מעבד דור Intel Core i7-12700F No GPU BOX With Fan 25MB 4.90GHZ 12,images/products/CPU-1030.jpg,מוכן
cpu,CPU-1031,מעבד דור 12 INTEL I7-12700KF Tray 12 Cores 5Ghz NO GPU NO FAN,images/products/CPU-1031.webp,מוכן
cpu,CPU-1032,מעבד דור 12 INTEL I7-12700K Tray 12 Cores 5Ghz Unlocked NO FAN,images/products/CPU-1032.jpg,מוכן
cpu,CPU-1033,מעבד דור i7-12700 Tray 25M Cache up to 4.90 GHZ 12 Intel Core,images/products/CPU-1033.jpg,מוכן
cpu,CPU-1034,מעבד AMD Ryzen 5 9600X Tray up to 5.4GHz 6 cores Radeon Graphics,images/products/CPU-1034.jpg,מוכן
cpu,CPU-1035,מעבד AMD Ryzen 7 9800X3D ZEN5 AM5 8 Cores 16 Threads up to 5.2Ghz,images/products/CPU-1035.webp,מוכן
cpu,CPU-1036,מעבד AMD Ryzen7 9850X3D Tray With Radeon Graphics AM5,images/products/CPU-1036.webp,מוכן
cpu,CPU-1037,מעבד AMD R9 9900X Tray Zen5 AM5 12 Cores 24 Threads up to 5.6Ghz,images/products/CPU-1037.jpg,מוכן
cpu,CPU-1038,מעבד AMD Ryzen 9 9950X3D AM5 16 Cores 32 Tr up to 5.7Ghz Tray,images/products/CPU-1038.webp,מוכן
cpu,CPU-1039,מעבד AMD Ryzen 9 9950X3D2 Dual TRAY 16C 32Thr TDP Max 200W,images/products/CPU-1039.webp,מוכן
cpu,CPU-1040,מעבד AMD Ryzen 9 9950X ZEN5 AM5 16 Cores 32 Threads up to 5.7Ghz,images/products/CPU-1040.jpg,מוכן
cpu,CPU-1041,מעבד AMD ZEN 4 R5 7500F Tray No Fan No GPU Up To 5GHZ AM5,images/products/CPU-1041.jpg,מוכן
cpu,CPU-1042,מעבד AMD Ryzen5 7500X3D AM5 6 cores 12 threads up to 4.5Ghz,images/products/CPU-1042.webp,מוכן
cpu,CPU-1043,מעבד AMD R5 7600X ZEN4 AM5 6 Crs 12 Trd up to 5.3Ghz Radeon GPU,images/products/CPU-1043.webp,מוכן
cpu,CPU-1044,מעבד AMD Ryzen 5 8400F Zen4 6 Cores 12 Threads Up to 4.7GHz,images/products/CPU-1044.jpg,מוכן
cpu,CPU-1046,מעבד AMD ZEN 4 R5 8600G Tray no fan up to 5GHZ RADEON 760M GPU,images/products/CPU-1046.webp,מוכן
cpu,CPU-1047,מעבד AMD Ryzen 7 7700 Tray Gaming Processor PCIE 5.0 AM5 105W TDP,images/products/CPU-1047.jpg,מוכן
cpu,CPU-1048,מעבד AMD ZEN4 R7 7700X Tray no Fan AM5 TDP 105W Up to 4.5Ghz 8Crs,images/products/CPU-1048.webp,מוכן
cpu,CPU-1049,מעבד AMD Ryzen 7 7800X3D Max 5.0 GHZ 8Crs PCIE 5.0 AM5 120W TDP,images/products/CPU-1049.webp,מוכן
cpu,CPU-1050,מעבד AMD Ryzen 7 8700F Zen4 8 Cores 16 Threads Up to 5 GHz,images/products/CPU-1050.jpg,מוכן
cpu,CPU-1051,מעבד AMD Ryzen 7 9700X Tray up to 5.5GHz 8 cores Radeon Graphics,images/products/CPU-1051.jpg,מוכן
cpu,CPU-1052,מעבד AMD Ryzen 5 5500 3.6Ghz 4.2Ghz AM4 Tray no cooler,images/products/CPU-1052.jpg,מוכן
cpu,CPU-1053,מעבד AMD R5 5600G Tray 6 Cores 12 Threads 4.4Ghz Vega 7 Graphics,images/products/CPU-1053.webp,מוכן
cpu,CPU-1054,מעבד AMD Ryzen 5 5600 3.5Ghz 4.4Ghz AM4 Tray no Fan No GPU,images/products/CPU-1054.jpg,מוכן
cpu,CPU-1055,מעבד AMD Ryzen R5 5600X Box Cores 6 Threads 12 Up to 4.6Ghz,images/products/CPU-1055.jpg,מוכן
cpu,CPU-1056,מעבד AMD Ryzen R5 5600X Tray 6 Cores Threads 12 Up to 4.6Ghz,images/products/CPU-1056.webp,מוכן
cpu,CPU-1057,מעבד AMD Ryzen 7 5700G Tray 8Cores 16 Threads Vega 8 GPU,images/products/CPU-1057.webp,מוכן
cpu,CPU-1058,מעבד AMD ThreadRipper 7960X Tray 24 cores 48 threads sRT5,images/products/CPU-1058.jpg,מוכן
cpu,CPU-1059,מעבד AMD ThreadRipper 7970X Tray 32 cores 64 threads sRT5,images/products/CPU-1059.jpg,מוכן
mobo,MBD-3000,לוח לאינטל דור 15 Gigabyte Z890M GAMING X mATX 2.5GbE LGA1851,images/products/MBD-3000.webp,מוכן
mobo,MBD-3001,לוח אם אינטל GIGABYTE Z890M AORUS ELITE WIFI7 ICE WIFI7 BT PCIE 5,images/products/MBD-3001.webp,מוכן
mobo,MBD-3002,לוח לאינטל דור 15 Gigabyte Z890 UD WIFI6E 2.5GBE LAN ATX LGA1851,images/products/MBD-3002.webp,מוכן
mobo,MBD-3003,לוח לאינטל דור 15 Gigabyte Z890 EAGLE 2.5GbE 4XM.2 Slots ATX LGA1,images/products/MBD-3003.webp,מוכן
mobo,MBD-3004,לוח לאינטל דור 15 Gigabyte Z890 EGALE WIFI7 BT 4XM.2 Slots ATX LG,images/products/MBD-3004.webp,מוכן
mobo,MBD-3005,לוח לאינטל דור 15 Gigabyte Z890 AORUS PRO ICE 5GbE ATX LGA1851,images/products/MBD-3005.webp,מוכן
mobo,MBD-3006,לוח לאינטל דור 15 Gigabyte Z890 AORUS ELITE X ICE ATX LGA1851,images/products/MBD-3006.webp,מוכן
mobo,MBD-3007,לוח לאינטל דור 15 Gigabyte Z890 AORUS ELITE WIFI7 ICE ATX LGA1851,images/products/MBD-3007.webp,מוכן
mobo,MBD-3008,לוח לאינטל דור 15 Gigabyte Z890 AERO G DUAL 2.5 Lan 5Xm.2 TB4,images/products/MBD-3008.webp,מוכן
mobo,MBD-3009,לוח לאינטל דור 15 Gigabyte Z890 GAMING X WIFI7 2.5GbE ATX LGA1851,images/products/MBD-3009.webp,מוכן
mobo,MBD-3010,לוח אם Z890 AORUS TACHYON ICE ATX DDR5 WIFI BT LGA1851,images/products/MBD-3010.webp,מוכן
mobo,MBD-3011,לוח לאינטל דור 15 Gigabyte Z890 AORUS MASTER 10GBE LAN WIFI7 ATX,images/products/MBD-3011.webp,מוכן
mobo,MBD-3012,לוח אינטל דור 15 GIGABYTE Z890 AORUS MASTER AI TOP E-ATX WIFI7,images/products/MBD-3012.webp,מוכן
mobo,MBD-3013,לוח אם Gigabyte Z890 D PLUS ATX DDR5 2.5GB Lan PCIE5.0,images/products/MBD-3013.webp,מוכן
mobo,MBD-3014,לוח למעבד דור 15 Gigabyte B860M EAGLE V2 M-ATX 2.5GB LAN,images/products/MBD-3014.webp,מוכן
mobo,MBD-3015,לוח אם Gigabyte B860M E DDR5 LGA1851 Micro-Atx,images/products/MBD-3015.webp,מוכן
mobo,MBD-3016,לוח אם Gigabyte B860M E Gen5 DDR5 PCIE5.0 Micro-Atx,images/products/MBD-3016.webp,מוכן
mobo,MBD-3017,לוח לאינטל דור 15 Gigabyte B860M D3HP Micro-ATX DDR5,images/products/MBD-3017.webp,מוכן
mobo,MBD-3018,לוח אם GIGABYTE B860M DS3H 2.2 Micro-ATX DDR5 LGA1851 2.5GbE Lan,images/products/MBD-3018.webp,מוכן
mobo,MBD-3019,לוח לאינטל דור 15 Gigabyte B860M DS3H Micro-ATX WIFI BT DDR5,images/products/MBD-3019.webp,מוכן
mobo,MBD-3020,לוח Gigabyte B860M D3W DDR5 2XDP HDMI Micro-ATX PCIE5.0,images/products/MBD-3020.webp,מוכן
mobo,MBD-3021,לוח למעבד דור 15 Gigabyte B860M GAMING X WIFI6E ATX 2.5GB LAN,images/products/MBD-3021.webp,מוכן
mobo,MBD-3022,לוח אם B860M GAMING WIFI6 M-ATX DDR5 BT 2.5GBE LAN LGA1851,images/products/MBD-3022.webp,מוכן
mobo,MBD-3023,לוח למעבד דור 15 Gigabyte B860M AORUS ELITE WIFI6E ATX 2.5GB LAN,images/products/MBD-3023.webp,מוכן
mobo,MBD-3024,לוח למעבד דור 15 Gigabyte B860M AORUS ELITE WIFI6E ICE ATX 2.5GB,images/products/MBD-3024.webp,מוכן
mobo,MBD-3025,לוח למעבד דור 15 Gigabyte B860 DS3H WIFI6E ATX 2.5GB LAN,images/products/MBD-3025.webp,מוכן
mobo,MBD-3026,לוח למעבד דור 15 Gigabyte B860 EAGLE WIFI6E ATX 2.5GB LAN,images/products/MBD-3026.webp,מוכן
mobo,MBD-3027,לוח למעבד דור 15 Gigabyte B860 GAMING X WIFI6E ATX 2.5GB LAN,images/products/MBD-3027.webp,מוכן
mobo,MBD-3028,לוח למעבד דור 15 Gigabyte B860 A ELITE WIFI7 ICE ATX 2.5GB LAN,images/products/MBD-3028.webp,מוכן
mobo,MBD-3029,לוח Gigabyte H810M H 1.0 Micro-Atx DDR5 LGA1851 VGA HDMI,images/products/MBD-3029.webp,מוכן
mobo,MBD-3030,לוח Gigabyte H810M S2H 1.0 Micro-Atx DDR5 LGA1851 VGA HDMI,images/products/MBD-3030.webp,מוכן
mobo,MBD-3031,לוח אם דור 15 Gigabyte H810M K DDR5 M-Atx,images/products/MBD-3031.webp,מוכן
mobo,MBD-3032,לוח Gigabyte H810M Gaming WIFI6 Micro-Atx DDR5 LGA1851 DP HDMI,images/products/MBD-3032.webp,מוכן
mobo,MBD-3033,לוח Gigabyte Z790 AORUS ELITE AX DDR5 WIFI 6E 2.5GB Lan LGA1700 R,images/products/MBD-3033.webp,מוכן
mobo,MBD-3035,לוח אם Gigabyte Z790 D ATX DDR5 UD 2.5GB Lan,images/products/MBD-3035.webp,מוכן
mobo,MBD-3036,לוח אם Gigabyte Z790 D AX ATX DDR5 UD 2.5GB Lan WIFI6E,images/products/MBD-3036.webp,מוכן
mobo,MBD-3037,לוח אם Gigabyte Z790 EAGLE ATX DDR5 2.5GB Lan,images/products/MBD-3037.webp,מוכן
mobo,MBD-3038,לוח אם Gigabyte Z790 EAGLE ATX DDR5 2.5GB Lan WIFI6E,images/products/MBD-3038.webp,מוכן
mobo,MBD-3039,לוח Gigabyte B760M DS3H DDR4 LGA1700 MultiviewX4 Micro-Atx,images/products/MBD-3039.webp,מוכן
mobo,MBD-3040,לוח למעבדי אינטל Gigabyte B760M H DDR4 Micro Atx LGA1700,images/products/MBD-3040.webp,מוכן
mobo,MBD-3041,לוח אם GIGABYTE B760M GAMING PLUS WIFI DDR4 mATX LGA 1700 1GbE,images/products/MBD-3041.webp,מוכן
mobo,MBD-3042,לוח Gigabyte B760M GAMING X DDR4 Gen 5 PCIE5.0 Micro-ATX LGA1700,images/products/MBD-3042.webp,מוכן
mobo,MBD-3043,לוח אם Gigabyte B760 Gaming X DDR4 Gen5 ATX PCIE5.0,images/products/MBD-3043.webp,מוכן
mobo,MBD-3044,לוח אם אינטל GIGABYTE B760M D3HP DDR4 mATX DP HDMI VGA LGA1700,images/products/MBD-3044.webp,מוכן
mobo,MBD-3045,לוח Gigabyte B760M DS3H GEN5 M-ATX DDR5 DP HDMI LGA1700,images/products/MBD-3045.webp,מוכן
mobo,MBD-3046,לוח אם Gigabyte B760M DS3H WF6E GEN5 Micro-Atx DDR5,images/products/MBD-3046.webp,מוכן
mobo,MBD-3047,לוח אינטל דורות 12-14 Gigabyte B760M GAMING X AX 1.2 DDR5 Wifi BT,images/products/MBD-3047.webp,מוכן
mobo,MBD-3048,לוח אם Gigabyte B760M G X WF6E GEN5 DDR5 Micro-ATX 2.5GB Lan,images/products/MBD-3048.webp,מוכן
mobo,MBD-3049,לוח אם אינטל Gigabyte B760M D3HP DDR5 VGA HDMI DP LGA1700,images/products/MBD-3049.webp,מוכן
mobo,MBD-3050,לוח אם אינטל GIGABYTE B760M D3HP WIFI6 mATX DP HDMI VGA LGA1700,images/products/MBD-3050.webp,מוכן
mobo,MBD-3051,לוח אם אינטל GIGABYTE B760M E DDR5 DP HDMI VGA 1GbE lan LGA1700,images/products/MBD-3051.webp,מוכן
mobo,MBD-3052,לוח למעבדי אינטל Gigabyte B760M H V2 DDR5 Micro Atx LGA1700,images/products/MBD-3052.webp,מוכן
mobo,MBD-3053,לוח Gigabyte B760M AORUS ELITE WIFI 6E GEN 5 mATX BT,images/products/MBD-3053.webp,מוכן
mobo,MBD-3054,לוח אם אינטל Gigabyte B760 DS3H DDR5 ATX DP HDMI LGA1700,images/products/MBD-3054.webp,מוכן
mobo,MBD-3055,לוח אם אינטל Gigabyte B760 DS3H DDR5 Gen5 ATX DP HDMI LGA1700,images/products/MBD-3055.webp,מוכן
mobo,MBD-3056,לוח אם B760 DS3H WF6E GEN5 ATX DDR5 PCIE5.0X16 WIFI6E Gigabyte,images/products/MBD-3056.webp,מוכן
mobo,MBD-3057,לוח למעבדי אינטל Gigabyte B760 Gaming X Gen5 DDR5 ATX LGA1700,images/products/MBD-3057.webp,מוכן
mobo,MBD-3058,לוח למעבדי אינטל Gigabyte B760 Gaming X AX 1.2 DDR5 ATX WIFI6,images/products/MBD-3058.webp,מוכן
mobo,MBD-3059,לוח Gigabyte B760 DS3H DDR4 ATX PCIE 4.0 DP HDMI LGA1700,images/products/MBD-3059.webp,מוכן
mobo,MBD-3060,לוח לאינטל דור 12-14 Gigabyte H610M H DDR4 V3 REV1.0 VGA HDMI,images/products/MBD-3060.webp,מוכן
mobo,MBD-3061,לוח למעבדי אינטל Gigabyte H610M S2H V3 Micro-ATX VGA DP HDMI,images/products/MBD-3061.webp,מוכן
mobo,MBD-3062,לוח אם Gigabyte H610i DDR4 Mini-ITX LGA1700 VGA HDMI 2XDP,images/products/MBD-3062.webp,מוכן
mobo,MBD-3063,לוח אם GIGABYTE H610M K DDR4 M-ATX LGA1700 M.2 1GBE LAN,images/products/MBD-3063.webp,מוכן
mobo,MBD-3064,לוח אם Gigabyte H610M D3H WIFI DDR4 M-ATX 2x M.2 BT LGA1700,images/products/MBD-3064.webp,מוכן
mobo,MBD-3065,לוח למעבדי אינטל Gigabyte H610M S2H V2 Micro-ATX DDR5,images/products/MBD-3065.webp,מוכן
mobo,MBD-3066,לוח אם Gigabyte B650M D3HP 1.3 DDR5 AM5 Micro-Atx,images/products/MBD-3066.webp,מוכן
mobo,MBD-3067,לוח אם Gigabyte B650M D3HP AX 1.3 DDR5 AM5 WIFI BT Micro-Atx,images/products/MBD-3067.webp,מוכן
mobo,MBD-3068,לוח אם GIGABYTE X870 GAMING WIFI6 ATX DDR5 AM5 BT 2.5GB LAN,images/products/MBD-3068.webp,מוכן
mobo,MBD-3069,לוח אם Gigabyte X870 AORUS ELITE X3D ICE AMD AM5 WIFI7 ATX,images/products/MBD-3069.webp,מוכן
mobo,MBD-3070,לוח אם Gigabyte X870 GAMING X WIFI7 ATX DDR5 2.5GB Lan WIFI7,images/products/MBD-3070.webp,מוכן
mobo,MBD-3071,לוח אם GIGABYTE X870E AORUS ELITE WIFI7 ATX DDR5 AM5 BT 2.5GBE LA,images/products/MBD-3071.webp,מוכן
mobo,MBD-3072,לוח אם GIGABYE X870E AORUS PRO ATX WIFI7 DDR5 AM5 2.5GBE LAN,images/products/MBD-3072.webp,מוכן
mobo,MBD-3073,לוח אם GIGABYTE X870E AORUS PRO ICE ATX DDR5 WIFI7 AM5 2.5GBE LAN,images/products/MBD-3073.webp,מוכן
mobo,MBD-3074,לוח אם GIGABYTE X870E AORUS MASTER WIFI 7 ATX DDR5 AM5 5GBE LAN,images/products/MBD-3074.webp,מוכן
mobo,MBD-3075,לוח אם Gigabyte X870E AORUS PRO X3D AMD AM5 ATX WIFI7 DDR5,images/products/MBD-3075.webp,מוכן
mobo,MBD-3076,לוח אם GIGABYTE X870E AORUS PRO ICE X3D WIFI7 ATX DDR5 AM5,images/products/MBD-3076.webp,מוכן
mobo,MBD-3077,לוח אם Gigabyte X870E A MASTER X X3D 10GB/5GB lan Wifi 7 Usb 4.0,images/products/MBD-3077.webp,מוכן
mobo,MBD-3078,לוח אם GIGABYTE X870E AORUS MASTER X3D ICE WIFI7 ATX BT 10GBE,images/products/MBD-3078.webp,מוכן
mobo,MBD-3079,לוח אם Gigabyte X870E AORUS ELITE X3D DDR5 AM5 ATX WIFI7,images/products/MBD-3079.webp,מוכן
mobo,MBD-3080,לוח Gigabyte X870E AERO X DK WOOD X3D AM5 WIFI7 ATX,images/products/MBD-3080.webp,מוכן
mobo,MBD-3081,לוח אם GIGABYTE X870I AORUS PRO ICE MINI-ITX DDR5 AM5 BT 2.5GBE,images/products/MBD-3081.webp,מוכן
mobo,MBD-3082,לוח אם Gigabyte X870M A ELITE WF7 ATX AM5 DDR5 X3D PCIE5.0,images/products/MBD-3082.webp,מוכן
mobo,MBD-3083,לוח אם Gigabyte X870M A ELITE WF7 ICE ATX AM5 DDR5 X3D PCIE5.0,images/products/MBD-3083.webp,מוכן
mobo,MBD-3084,לוח אם GIGABYTE B850M DS3H DDR5 MICRO-ATX AM5 2.5GBE LAN,images/products/MBD-3084.webp,מוכן
mobo,MBD-3085,לוח אם GIGABYTE B850M D3HP MICRO-ATX DDR5 AM5 1GB LAN,images/products/MBD-3085.webp,מוכן
mobo,MBD-3086,לוח אם Gigabyte B850M D3HP 1.2 mATX DDR5 AM5 1GbE Lan USB-C,images/products/MBD-3086.webp,מוכן
mobo,MBD-3087,לוח אם GIGABYTE B850M GAMING X WIFI6E MICRO-ATX DDR5 AM5 BT 2.5GB,images/products/MBD-3087.webp,מוכן
mobo,MBD-3088,לוח אם Gigabyte B850M AORUS ELITE WIFI6E ICE M-ATX DDR5 AM5 2.5GB,images/products/MBD-3088.webp,מוכן
mobo,MBD-3089,לוח אם GIGABYTE B850M EAGLE WIFI6E ICE M-ATX DDR5 AM5 BT 2.5GB,images/products/MBD-3089.webp,מוכן
mobo,MBD-3090,לוח אם GIGABYTE B850 GAMING WIFI 6 ATX DDR5 AM5 BT,images/products/MBD-3090.webp,מוכן
mobo,MBD-3091,לוח אם GIGABYTE B850 GAMING X WIFI6E ATX DDR5 AM5 BT 2.5 GBE LAN,images/products/MBD-3091.webp,מוכן
mobo,MBD-3092,לוח אם GIGABYTE B850 EAGLE WIFI6E DDR5 AM5 BT,images/products/MBD-3092.webp,מוכן
mobo,MBD-3093,לוח אם GIGABYTE B850 AORUS ELITE WIFI7 ATX DDR5 AM5 BT 2.5GBE LAN,images/products/MBD-3093.webp,מוכן
mobo,MBD-3094,לוח אם GIGABYTE B850 AORUS ELITE WIFI7 ICE DDR5 AM5 BT 2.5GBE LAN,images/products/MBD-3094.webp,מוכן
mobo,MBD-3095,לוח אם GIGABYTE B850 AI TOP WIFI7 ATX DDR5 AM5 2x10GBE LAN,images/products/MBD-3095.webp,מוכן
mobo,MBD-3096,לוח אם Gigabyte B840M DS3H for AMD AM5 Cpu DDR5 HDMI,images/products/MBD-3096.webp,מוכן
mobo,MBD-3097,לוח אם Gigabyte B840M D2H 1.2 X3D DDR5 AM5 Micro-Atx,images/products/MBD-3097.webp,מוכן
mobo,MBD-3098,לוח Gigabyte X670E AORUS MASTER 1.1 AMD AM5 DDR5 WIFI 6E E-ATX,images/products/MBD-3098.webp,מוכן
mobo,MBD-3099,לוח Gigabyte B650M DS3H rev1.3 AM5 AMD CPU Micro-Atx DDR5,images/products/MBD-3099.webp,מוכן
mobo,MBD-3100,לוח אם Gigabyte B650M GAMING PLUS WF 1.3 AM5 DDR5 Micro-Atx,images/products/MBD-3100.webp,מוכן
mobo,MBD-3101,לוח אם Gigabyte B650M Gaming WIFI 6E 1.4 AM5 DDR5 Micro-ATX,images/products/MBD-3101.webp,מוכן
mobo,MBD-3102,לוח Gigabyte B650M S2H 1.4 AM5 Micro-Atx DDR5 DP HDMI AMD,images/products/MBD-3102.webp,מוכן
mobo,MBD-3103,לוח Gigabyte B650M A ELITE AX ICE ATX AM5 WIFI BT PCIE5.0 White,images/products/MBD-3103.webp,מוכן
mobo,MBD-3104,לוח GIGABYTE B650 AORUS ELITE AX V2 ATX AM5 DDR5 WIFI 6E,images/products/MBD-3104.webp,מוכן
mobo,MBD-3105,לוח Gigabyte B650 A ELITE AX ICE ATX AM5 WIFI BT PCIE5.0 White,images/products/MBD-3105.webp,מוכן
mobo,MBD-3106,לוח Gigabyte B650 Gaming X AX V2 ATX WIFI BT AMD Zen4 AM5 DDR5,images/products/MBD-3106.webp,מוכן
mobo,MBD-3107,לוח אם Gigabyte B650 UD AX AMD AM5 Wifi 6 PCIE 5.0 DDR5,images/products/MBD-3107.webp,מוכן
mobo,MBD-3108,לוח אם GIGABYTE B650 UD AX DDR5 WIFI6 BT AM5 1GB LAN,images/products/MBD-3108.webp,מוכן
mobo,MBD-3109,לוח אם Gigabyte B650E A ELITE X AX ICE ATX AM5 DDR5 WIFI BT White,images/products/MBD-3109.webp,מוכן
mobo,MBD-3110,לוח אם Gigabyte A620M GAMING X AMD AM5 Micro-ATX,images/products/MBD-3110.webp,מוכן
mobo,MBD-3111,לוח אם Gigabyte A620M GAMING X 2.0 AMD AM5 Micro-ATX,images/products/MBD-3111.webp,מוכן
mobo,MBD-3112,לוח למעבדי Gigabyte A620M DS3H DDR5 PCIE4.0 DP HDMI VGA AMD AM5,images/products/MBD-3112.webp,מוכן
mobo,MBD-3113,לוח למעבדי Gigabyte A620M H 2.2 DDR5 mATX DP HDMI AM5 AMD,images/products/MBD-3113.webp,מוכן
mobo,MBD-3114,לוח אם GIGABYTE A520M DS3H V2 1.0 AM4 AMD MICRO-ATX,images/products/MBD-3114.webp,מוכן
mobo,MBD-3115,לוח אם Gigabyte A520M DS3H AC 1.4 DDR4 M.2 WIFI BT AM4,images/products/MBD-3115.webp,מוכן
mobo,MBD-3116,לוח אם למעבדי Gigabyte A520M S2H 1.3 VGA DVI HDMI AM4 AMD,images/products/MBD-3116.webp,מוכן
mobo,MBD-3117,לוח אם Gigabyte A520M H ARGB AM4 DDR4 Micro-Atx HDMI DP,images/products/MBD-3117.webp,מוכן
mobo,MBD-3118,לוח אם Gigabyte AMD A520M K V2 rev 1.1 DDR4 For AM4,images/products/MBD-3118.webp,מוכן
mobo,MBD-3119,לוח אם Gigabyte B550 GAMING X V2 1.3 ATX DDR4 HDMI DVI AMD,images/products/MBD-3119.webp,מוכן
mobo,MBD-3120,לוח אם Gigabyte B550 GAMING X V2 1.4 ATX DDR4 HDMI DVI AMD,images/products/MBD-3120.webp,מוכן
mobo,MBD-3121,לוח אם Gigabyte B550M K DDR4 for AMD AM4 DP HDMI Micro-Atx,images/products/MBD-3121.webp,מוכן
mobo,MBD-3122,לוח Gigabyte B550M GAMING X WIFI6 AM4 DDR4 Micro-ATX,images/products/MBD-3122.webp,מוכן
mobo,MBD-3123,לוח אם למעבדי Gigabyte B550M DS3H 1.7 DDR4 Micro-Atx For AMD AM4,images/products/MBD-3123.webp,מוכן
mobo,MBD-3124,לוח אם למעבדי Gigabyte B550M DS3H R2 DDR4 Micro-Atx For AMD AM4,images/products/MBD-3124.webp,מוכן
mobo,MBD-3125,לוח אם למעבדי AMD AM4 Gigabyte B550M AORUS ELITE REV1.3,images/products/MBD-3125.webp,מוכן
mobo,MBD-3126,לוח אם Gigabyte B550M AORUS ELITE AX AM4 DDR4 WIFI DVI HDMI M-Atx,images/products/MBD-3126.webp,מוכן
mobo,MBD-3127,לוח אם למעבדי Gigabyte B550 AORUS ELITE V2 rev 1.5 AMD AM4,images/products/MBD-3127.webp,מוכן
mobo,MBD-3128,לוח אם GIGABYTE B550 AORUS ELITE AX V2 RGB,images/products/MBD-3128.webp,מוכן
